id,gender,id,age,id,brand,RespondentID,Feedback
384,female,384,45-64,384,A,384,Works gr8 with milk but black coffe isn't my favourite. Would recommend it to friends.
385,female,385,18-24,385,B,385,Taste is nice but it's a bit pricey. ngl I expected more. ❤️
386,female,386,45-64,386,B,386,The beans smell fantastic. Hope you keep the qualty consistent.
387,male,387,25-44,387,B,387,I'll definitely buy again. Hope you keep the quality consistent. 😋
388,female,388,45-64,388,B,388,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😕"
389,female,389,18-24,389,A,389,Not as fresh as expected. Customer service was great too. 👎
390,male,390,18-24,390,B,390,Didn't enjoy the aftertaste. ngl I expected more.
391,male,391,45-64,391,B,391,Not bad. 😋
392,female,392,25-44,392,B,392,Taste is nice but it's a bit pricey. I drink it every morning.
393,female,393,45-64,393,B,393,Love this coffee. imo it's one of the better brands. 👌
394,male,394,65+,394,A,394,Taste is nice but it's a bit pricey. Delivery was really fast. 😋
395,male,395,65+,395,B,395,Taste is nice but it's a bit pricey. I drink it every morning. ❤️
396,male,396,45-64,396,B,396,Packaging could be better. ngl I expected more. ❤️
397,female,397,45-64,397,A,397,Works great with milk but black coffee isn't my favourite. 😍
398,female,398,18-24,398,A,398,Really enjoying Coffee X. Would love a decaf version. 😅
399,male,399,25-44,399,B,399,Too bitter for me. Customer service was great too. 👌
400,male,400,65+,400,A,400,Taste is kinda weak.
401,male,401,45-64,401,A,401,Really enjoying Coffee X. 😍
402,female,402,25-44,402,B,402,Way too expensive. Would love a decaf version. ❤️
403,female,403,18-24,403,A,403,Amazing aroma. Please introduce more roast options.
404,male,404,25-44,404,B,404,"Love the aroma, not a fan of the aftertaste. Would love a decaf version. 😅"
405,male,405,45-64,405,A,405,Worth every penny. Would recommend it to friends.
406,female,406,18-24,406,A,406,Bit disappointed. 😊
407,female,407,25-44,407,B,407,Very balanced flavour. Would love a decaf version. 🤔
408,male,408,18-24,408,B,408,Works great with milk but black cofee isn't my favourite. Not bad at all tbh.
409,male,409,45-64,409,B,409,Pretty good overall although I expected a stronger roast. Please introduce more roast options. 🤔
410,male,410,25-44,410,A,410,Really enjoying cofee X. imo it's one of the better brands. ❤️
411,female,411,18-24,411,A,411,Packaging could be better
412,male,412,25-44,412,B,412,Taste is nice but it's a bit pricey. Delivery was really fast.
413,female,413,25-44,413,B,413,Really enjoying Coffee X. I drink it every morning. 😅
414,female,414,65+,414,A,414,Way too expensive. Would love a decaf version. 😋
415,female,415,25-44,415,B,415,Really enjoying cofee X. 😊
416,male,416,45-64,416,A,416,Amazing aroma 👌
417,male,417,65+,417,B,417,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 😊
418,female,418,25-44,418,B,418,Pretty good overall although I expected a stronger roast. Not bad at all tbh.
419,female,419,18-24,419,A,419,cofee arrived stale. Would recommend it to friends.
420,female,420,45-64,420,A,420,Pretty good overall although I expected a stronger roast. Would love a decaf version.
421,female,421,18-24,421,A,421,Taste is kinda weak ☕
422,female,422,18-24,422,A,422,Coffee arrived stale. imo it's one of the better brands.
423,female,423,18-24,423,A,423,Packaging looks premium but freshness could improve. ngl I expected more. 😍
424,female,424,65+,424,B,424,Taste is kinda weak. 😅
425,male,425,45-64,425,A,425,Worth every penny. Would recommend it to friends. 🤔
426,female,426,18-24,426,B,426,Pretty good overall although I expected a stronger roast. ngl I expected more.
427,male,427,65+,427,A,427,My morning feels incomplete without it. 😅
428,female,428,25-44,428,A,428,Best coffee I've had in a while 😍
429,male,429,18-24,429,B,429,My morning feels incomplete without it. 👌
430,male,430,65+,430,A,430,Didn't enjoy the aftertaste. Would love a decaf version.
431,male,431,18-24,431,B,431,"Love the aroma, not a fan of the aftertaste. imo it's one of the better brands."
432,female,432,25-44,432,A,432,Pretty good! 😅
433,male,433,25-44,433,A,433,Too bitter for me. Customer service was great too. 😋
434,male,434,25-44,434,A,434,Love this coffee. ngl I expected more. 👌
435,male,435,18-24,435,A,435,Worth every penny.
436,female,436,25-44,436,B,436,Worth every penny ❤️
437,female,437,45-64,437,B,437,Worth every penny. 🤔
438,male,438,65+,438,B,438,I'll definitely buy again. Would love a decaf version.
439,male,439,65+,439,B,439,Works great with milk but black coffee isn't my favourite. Delivery was really fast. 😍
440,female,440,65+,440,B,440,Works great with milk but black coffee isn't my favourite. Delivery was really fast.
441,male,441,45-64,441,B,441,Best coffee I've had in a while. 👌
442,male,442,25-44,442,A,442,Packaging looks premium but freshness could improve. Hope you keep the quality consistent.
443,male,443,45-64,443,A,443,Packaging could be better ❤️
444,male,444,45-64,444,A,444,Taste is nice but it's a bit pricey. 😍
445,female,445,25-44,445,B,445,Packaging looks premium but freshness could improve. Customer service was great too. 😅
446,male,446,45-64,446,A,446,Love this coffee. Customer service was gr8 too. 😊
447,female,447,45-64,447,A,447,Bit disappointed. ❤️
448,female,448,65+,448,B,448,Pretty good overall although I expected a stronger roast. Delivery was really fast. 👎
449,female,449,25-44,449,B,449,Very balanced flavour. Would love a decaf version.
450,male,450,45-64,450,A,450,Very balanced flavour. Hope you keep the quality consistent. 👍
451,male,451,45-64,451,B,451,Bit disappointed. Hope you keep the quality consistent. 😕
452,female,452,25-44,452,B,452,Way too expensive. I drink it every morning.
453,male,453,45-64,453,B,453,Best coffe I've had in a while. Hope you keep the quality consistent.
454,female,454,18-24,454,B,454,Taste is nice but it's a bit pricey. 🤔
455,male,455,45-64,455,A,455,Didn't enjoy the aftertaste 😋
456,female,456,18-24,456,A,456,Love this coffee 👎
457,male,457,25-44,457,A,457,The beans smell fantastic. imo it's one of the better brands.
458,male,458,25-44,458,B,458,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 😅
459,female,459,25-44,459,A,459,It's okay. 😋
460,female,460,65+,460,B,460,Worth every penny. Not bad at all tbh. 👎
461,male,461,45-64,461,B,461,Wouldn't buy again. 😍
462,female,462,45-64,462,B,462,Works great with milk but black coffee isn't my favourite. Customer service was gr8 too.
463,male,463,18-24,463,B,463,It's okay. ❤️
464,female,464,45-64,464,A,464,Amazing aroma. I drink it every morning. 👍
465,male,465,18-24,465,B,465,Not as fresh as expected. Delivery was really fast.
466,male,466,65+,466,B,466,Amazing aroma. Delivery was really fast. 😍
467,male,467,18-24,467,A,467,Bit disappointed
468,male,468,18-24,468,B,468,My morning feels incomplete without it 😕
469,male,469,18-24,469,A,469,Love this coffee. ngl I expected more.
470,female,470,45-64,470,B,470,I'll definitely buy again. I drink it every morning. 😋
471,male,471,25-44,471,A,471,Coffee arrived stale. 🤔
472,female,472,65+,472,B,472,I'll definitely buy again. I drink it every morning. 😊
473,female,473,65+,473,A,473,Packaging could be better. Not bad at all tbh.
474,female,474,25-44,474,A,474,Didn't enjoy the aftertaste. Not bad at all tbh.
475,female,475,25-44,475,B,475,Super smooth taste. imo it's one of the better brands. 😍
476,male,476,65+,476,A,476,Very balanced flavour. ngl I expected more. 😊
477,female,477,65+,477,A,477,Expected better. ngl I expected more.
478,male,478,25-44,478,B,478,Bit disappointed 👎
479,male,479,18-24,479,A,479,Pretty good overall although I expected a stronger roast. ngl I expected more. 🤔
480,female,480,65+,480,A,480,Pretty good! 👍
481,female,481,18-24,481,A,481,It's okay. ☕
482,female,482,45-64,482,A,482,Taste is nice but it's a bit pricey. Would love a decaf version. 🤔
483,male,483,25-44,483,A,483,Worth every penny. 😅
484,male,484,25-44,484,A,484,Taste is nice but it's a bit pricey. 😕
485,male,485,25-44,485,B,485,Packaging could be better. Would recommend it to friends. 👎
486,male,486,18-24,486,B,486,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😕
487,male,487,25-44,487,A,487,"Love the aroma, not a fan of the aftertaste. Not bad at all tbh. 👎"
488,female,488,65+,488,B,488,Very balanced flavour. Delivery was really fast. 😅
489,male,489,25-44,489,B,489,Amazing aroma. I drink it every morning.
490,female,490,45-64,490,A,490,Love this coffee. Customer service was great too. 😍
491,female,491,65+,491,B,491,Not as fesh as expected. Would love a decaf version. 🤔
492,male,492,25-44,492,B,492,Very balanced flavour. Would recommend it to friends.
493,female,493,18-24,493,B,493,Super smooth taste. Would recommend it to friends.
494,female,494,65+,494,A,494,Wouldn't buy again. Delivery was really fast.
495,female,495,65+,495,A,495,Works gr8 with milk but black coffee isn't my favourite. 🤔
496,female,496,45-64,496,B,496,Works gr8 with milk but black coffee isn't my favourite. Would recommend it to friends.
497,male,497,25-44,497,B,497,Taste is nice but it's a bit pricey. Not bad at all tbh. 👌
498,male,498,45-64,498,B,498,Didn't enjoy the aftertaste. Please introduce more roast options.
499,female,499,18-24,499,A,499,Way too expensive. Would reccomend it to friends.
500,female,500,65+,500,B,500,Didn't enjoy the aftertaste. I drink it every morning. ❤️
501,male,501,25-44,501,A,501,Way too expensive 👌
502,male,502,18-24,502,B,502,Coffee arrived stale. Would love a decaf version.
503,male,503,18-24,503,A,503,Really enjoying Coffee X. 🤔
504,male,504,65+,504,B,504,Too bitter for me. Delivery was really fast.
505,female,505,18-24,505,B,505,I'll definitely buy again. imo it's one of the better brands.
506,female,506,45-64,506,B,506,"Love the aroma, not a fan of the aftertaste. 😊"
507,male,507,65+,507,A,507,Super smooth taste. 🤔
508,female,508,18-24,508,B,508,Love it ☕ 👍
509,female,509,65+,509,B,509,Worth every penny. I drink it every morning. 🤔
510,female,510,65+,510,A,510,Works gr8 with milk but black coffee isn't my favourite. imo it's one of the better brands.
511,male,511,25-44,511,B,511,Really enjoying Coffee X. Hope you keep the quality consistent.
512,male,512,65+,512,B,512,Too bitter for me. Would love a decaf version. 👍
513,female,513,25-44,513,A,513,rly enjoying Coffee X
514,female,514,25-44,514,B,514,Best coffee I've had in a while. Hope you keep the qualty consistent.
515,male,515,18-24,515,B,515,Really enjoying coffe X. Delivery was really fast.
516,male,516,45-64,516,B,516,realy enjoying coffe X. Hope you keep the quality consistent. 👍
517,male,517,25-44,517,A,517,My morning feels incomplete without it. Customer service was great too.
518,female,518,65+,518,B,518,Wouldn't buy again. Hope you keep the quality consistent. ☕
519,male,519,25-44,519,B,519,Pretty good overall although I expected a stronger roast. Would love a decaf version. ❤️
520,female,520,65+,520,B,520,Worth every penny. imo it's one of the better brands. 👍
521,female,521,45-64,521,B,521,Amazing aroma. ngl I expected more. 😋
522,male,522,45-64,522,B,522,Could be better. 👍
523,male,523,18-24,523,B,523,Not as fresh as expected. Delivery was really fast. 😅
524,male,524,18-24,524,B,524,Pretty good overall although I expected a stronger roast. 👍
525,male,525,65+,525,A,525,Packaging looks premium but freshness could improve. Not bad at all tbh. ❤️
526,male,526,45-64,526,B,526,Coffee arrived stale. Delivery was really fast. 👎
527,male,527,45-64,527,B,527,I'll definitely buy again. Hope you keep the qualty consistent. 😊
528,female,528,65+,528,A,528,Super smooth taste. imo it's one of the better brands. 👍
529,female,529,45-64,529,A,529,Didn't enjoy the aftertaste. Customer service was great too. 😊
530,female,530,25-44,530,B,530,Taste is nice but it's a bit pricey. Customer service was great too.
531,male,531,45-64,531,B,531,Taste is nice but it's a bit pricey. Not bad at all tbh. ☕
532,female,532,18-24,532,A,532,Taste is kinda weak. Customer service was great too. ☕
533,male,533,65+,533,B,533,Pretty good overall although I expected a stronger roast. Customer service was great too. 😋
534,female,534,45-64,534,B,534,Really enjoying Coffee X. Delivery was really fast. 🤔
535,male,535,18-24,535,A,535,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😊"
536,female,536,65+,536,A,536,Best coffee I've had in a while.
537,male,537,25-44,537,B,537,Didn't enjoy the aftertaste. I drink it every morning.
538,male,538,25-44,538,B,538,Love this coffee. Would recommend it to friends.
539,male,539,65+,539,B,539,Taste is nice but it's a bit pricey. Not bad at all tbh. 😕
540,male,540,45-64,540,A,540,Amazing aroma. Customer service was gr8 too.
541,female,541,45-64,541,B,541,Could be better. 😋
542,female,542,25-44,542,A,542,The beans smell fantastic 🤔
543,female,543,45-64,543,B,543,My morning feels incomplete without it. 😋
544,female,544,18-24,544,B,544,The beans smell fantastic. 👎
545,male,545,45-64,545,B,545,Too bitter for me 👌
546,female,546,65+,546,B,546,Taste is nice but it's a bit pricey. ngl I expected more. 👍
547,female,547,45-64,547,B,547,Works great with milk but black coffee isn't my favourite. 👎
548,female,548,65+,548,A,548,Really enjoying Coffee X. Would love a decaf version.
549,female,549,25-44,549,B,549,"Love the aroma, not a fan of the aftertaste. Delivery was really fast."
550,female,550,65+,550,B,550,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😅
551,male,551,45-64,551,B,551,Love this coffee. I drink it every morning. 👌
552,male,552,18-24,552,B,552,Worth every penny. I drink it every morning. 👌
553,male,553,18-24,553,A,553,Way too expensive. Would recommend it to friends.
554,male,554,25-44,554,A,554,Love this coffee. Not bad at all tbh. 😕
555,male,555,45-64,555,B,555,Worth every penny. Hope you keep the quality consistent. ☕
556,male,556,18-24,556,B,556,Best coffee I've had in a while. Hope you keep the quality consistent.
557,female,557,18-24,557,B,557,Bit disappointed. Would love a decaf version. ☕
558,female,558,45-64,558,B,558,Not as fresh as expected 😍
559,female,559,45-64,559,B,559,Too bitter for me. Delivery was really fast. 👌
560,female,560,25-44,560,B,560,Not as fresh as expected. Would love a decaf version. 😊
561,female,561,65+,561,A,561,Could be better. 👌
562,female,562,25-44,562,B,562,Too bitter for me. Not bad at all tbh. 😍
563,female,563,45-64,563,A,563,Coffee arrived stale. Delivery was really fast.
564,female,564,18-24,564,A,564,Packaging could be better. Delivery was really fast. 😋
565,male,565,65+,565,A,565,Taste is nice but it's a bit pricey. I drink it every morning. 👌
566,female,566,45-64,566,B,566,Super smooth taste. 😋
567,female,567,25-44,567,B,567,The beans smell fantastic. Hope you keep the quality consistent.
568,male,568,25-44,568,A,568,Worth every penny 👌
569,male,569,25-44,569,B,569,Best cofee I've had in a while
570,male,570,65+,570,A,570,Expected better. 😅
571,male,571,25-44,571,A,571,Taste is kinda weak. imo it's one of the better brands. 👌
572,female,572,25-44,572,A,572,Amazing aroma. Hope you keep the quality consistent.
573,male,573,25-44,573,B,573,Really enjoying coffe X.
574,female,574,65+,574,A,574,Not as fresh as expected
575,male,575,65+,575,B,575,"Love the aroma, not a fan of the aftertaste. 👎"
576,female,576,25-44,576,B,576,Not as fesh as expected. Hope you keep the quality consistent.
577,female,577,65+,577,A,577,Pretty good overall although I expected a stronger roast. Not bad at all tbh. 😊
578,female,578,45-64,578,B,578,Not as fresh as expected. Customer service was great too. 😋
579,female,579,45-64,579,B,579,Expected better. ngl I expected more. 😍
580,male,580,18-24,580,A,580,Worth every penny. imo it's one of the better brands.
581,female,581,25-44,581,A,581,Taste is nice but it's a bit pricey. Delivery was really fast. 🤔
582,female,582,45-64,582,B,582,Wouldn't buy again. 👎
583,female,583,18-24,583,A,583,"Love the aroma, not a fan of the aftertaste. 🤔"
584,male,584,25-44,584,A,584,Taste is nice but it's a bit pricey. 😋
585,male,585,65+,585,A,585,Packaging could be better. Delivery was really fast. ☕
586,male,586,18-24,586,A,586,Works gr8 with milk but black coffee isn't my favourite. ngl I expected more.
587,male,587,18-24,587,A,587,Best coffee I've had in a while. imo it's one of the better brands. 👎
588,female,588,18-24,588,B,588,Not as fresh as expected. ngl I expected more. 😊
589,female,589,45-64,589,B,589,Expected better. Customer service was great too. ❤️
590,female,590,45-64,590,B,590,Taste is kinda weak. imo it's one of the better brands.
591,female,591,18-24,591,A,591,The beans smell fantastic. ngl I expected more. 😍
592,male,592,45-64,592,B,592,Pretty good! 👌
593,male,593,65+,593,A,593,Best coffee I've had in a while. Would love a decaf version.
594,male,594,45-64,594,A,594,Love this coffee 😕
595,male,595,25-44,595,A,595,Not as fesh as expected. 😋
596,male,596,65+,596,A,596,Works great with milk but black cofee isn't my favourite. Would recommend it to friends. 👍
597,male,597,45-64,597,A,597,Works great with milk but black cofee isn't my favourite. 👌
598,male,598,45-64,598,A,598,The beans smell fantastic. I drink it every morning. 😅
599,male,599,18-24,599,A,599,Packaging looks premium but freshness could improve. 👍
600,male,600,65+,600,A,600,"Love the aroma, not a fan of the aftertaste. ngl I expected more. ☕"
601,female,601,65+,601,A,601,Not bad.
602,female,602,65+,602,A,602,Amazing aroma. Delivery was really fast. 😅
603,male,603,25-44,603,B,603,Packaging looks premium but freshness could improve. ❤️
604,male,604,45-64,604,A,604,Pretty good overall although I expected a stronger roast. ☕
605,male,605,65+,605,B,605,I'll definitely buy again. ngl I expected more. 👎
606,female,606,25-44,606,B,606,Wouldn't buy again.
607,male,607,25-44,607,A,607,Packaging looks premium but freshness could improve. Would love a decaf version.
608,female,608,18-24,608,B,608,Too bitter for me. Not bad at all tbh.
609,female,609,25-44,609,A,609,Love this coffe Delivery was really fast. 😍
610,female,610,18-24,610,B,610,Very balanced flavour. Delivery was realy fast. 😊
611,male,611,25-44,611,B,611,Works great with milk but black coffe isn't my favourite. 😍
612,male,612,45-64,612,B,612,Really enjoying Coffee X. Would recommend it to friends. 😕
613,female,613,45-64,613,B,613,Way too expensive. ❤️
614,female,614,45-64,614,B,614,Expected better.
615,male,615,65+,615,B,615,Love this coffee. Please introduce more roast options.
616,female,616,65+,616,A,616,Amazing aroma. Delivery was rly fast. 😅
617,male,617,45-64,617,B,617,I'll definitely buy again 👌
618,female,618,18-24,618,B,618,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 👍
619,female,619,18-24,619,A,619,I'll definitely buy again. Please introduce more roast options.
620,male,620,45-64,620,B,620,Coffee arrived stale. I drink it every morning. 😕
621,female,621,18-24,621,A,621,Bit disappointed. 🤔
622,male,622,25-44,622,A,622,Wouldn't buy again. Not bad at all tbh. ☕
623,male,623,45-64,623,B,623,Too bitter for me. imo it's one of the better brands.
624,male,624,25-44,624,A,624,Love this coffe 👌
625,female,625,25-44,625,A,625,"Love the aroma, not a fan of the aftertaste. Would love a decaf version. ❤️"
626,male,626,18-24,626,A,626,Really enjoying Coffee X. I drink it every morning. 👎
627,male,627,25-44,627,A,627,Love this cofee
628,male,628,65+,628,B,628,Packaging looks premium but freshness could improve. 👌
629,male,629,65+,629,A,629,Super smooth taste. Hope you keep the quality consistent. 😋
630,female,630,18-24,630,B,630,My morning feels incomplete without it.
631,female,631,25-44,631,A,631,Taste is nice but it's a bit pricey. Please introduce more roast options. 👎
632,male,632,18-24,632,A,632,Not as fresh as expected 😋
633,male,633,45-64,633,B,633,10/10 ❤️ 😅
634,female,634,45-64,634,A,634,Works gr8 with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👌
635,female,635,18-24,635,B,635,Really enjoying Coffee X. Hope you keep the quality consistent. ❤️
636,female,636,25-44,636,A,636,Really enjoying Coffee X. Not bad at all tbh. 👌
637,male,637,18-24,637,A,637,Too bitter for me
638,female,638,25-44,638,A,638,Worth every penny. ngl I expected more. ☕
639,male,639,18-24,639,A,639,The beans smell fantastic 😍
640,female,640,65+,640,B,640,My morning feels incomplete without it. Delivery was rly fast.
641,male,641,45-64,641,A,641,Taste is kinda weak. 😕
642,male,642,18-24,642,B,642,Really enjoying Coffee X.
643,male,643,65+,643,A,643,Works great with milk but black coffee isn't my favourite. Would reccomend it to friends.
644,female,644,65+,644,A,644,Too bitter for me. Delivery was really fast. 👍
645,female,645,65+,645,A,645,Works great with milk but black coffee isn't my favourite. I drink it every morning. 😊
646,female,646,25-44,646,A,646,The beans smell fantastic. ngl I expected more. 🤔
647,male,647,25-44,647,B,647,Super smooth taste. Not bad at all tbh. 🤔
648,female,648,25-44,648,A,648,Packaging could be better. I drink it every morning.
649,female,649,45-64,649,B,649,"Love the aroma, not a fan of the aftertaste. ☕"
650,male,650,18-24,650,B,650,The beans smell fantastic. Would recommend it to friends. ☕
651,male,651,18-24,651,A,651,Didn't enjoy the aftertaste. I drink it every morning. 😅
652,male,652,18-24,652,B,652,Not as fresh as expected. Not bad at all tbh. ☕
653,male,653,25-44,653,A,653,The beans smell fantastic. 😍
654,male,654,18-24,654,A,654,Amazing aroma. imo it's one of the better brands.
655,male,655,65+,655,A,655,Best cofee I've had in a while. imo it's one of the better brands.
656,male,656,18-24,656,B,656,Packaging could be better. Would love a decaf version. 👍
657,female,657,25-44,657,B,657,Pretty good overall although I expected a stronger roast. imo it's one of the better brands.
658,female,658,18-24,658,A,658,My morning feels incomplete without it. I drink it every morning. 👎
659,female,659,45-64,659,A,659,I'll definitely buy again. I drink it every morning.
660,male,660,45-64,660,B,660,Best coffee I've had in a while. Customer service was great too. 👌
661,male,661,65+,661,A,661,Love this coffee. Customer service was great too.
662,female,662,65+,662,B,662,Taste is nice but it's a bit pricey. Please introduce more roast options. 👌
663,female,663,65+,663,B,663,I'll definitely buy again. Would love a decaf version. 👎
664,male,664,18-24,664,A,664,Wouldn't buy again. 👍
665,male,665,18-24,665,A,665,Love this coffee. 👍
666,male,666,25-44,666,B,666,Really enjoying Coffee X. Would love a decaf version. 😋
667,female,667,18-24,667,A,667,Too bitter for me. Hope you keep the quality consistent.
668,female,668,18-24,668,B,668,Love this coffee. 😊
669,male,669,18-24,669,A,669,Packaging looks premium but freshness could improve. imo it's one of the better brands. 😊
670,male,670,18-24,670,B,670,Amazing aroma. Please introduce more roast options. 😅
671,male,671,25-44,671,B,671,The beans smell fantastic 👎
672,female,672,18-24,672,A,672,Best cofee I've had in a while. Would love a decaf version.
673,female,673,45-64,673,A,673,I'll definitely buy again. Would reccomend it to friends. 😍
674,male,674,25-44,674,A,674,Too bitter for me 😕
675,female,675,25-44,675,A,675,Coffee arrived stale. Hope you keep the quality consistent.
676,female,676,65+,676,B,676,Way too expensive. ngl I expected more. 😊
677,male,677,65+,677,A,677,Taste is nice but it's a bit pricey. Delivery was realy fast.
678,female,678,65+,678,A,678,I'll definitely buy again. Please introduce more roast options. 😊
679,male,679,18-24,679,B,679,Love this coffe Not bad at all tbh.
680,female,680,18-24,680,B,680,Taste is kinda weak. Delivery was really fast. ❤️
681,male,681,18-24,681,B,681,Really enjoying Coffee X 😍
682,female,682,18-24,682,A,682,Expected better. Would love a decaf version. 😅
683,female,683,65+,683,B,683,Yumm 😋 🤔
684,male,684,45-64,684,B,684,Packaging looks premium but freshness could improve. Customer service was great too.
685,male,685,65+,685,A,685,Didn't enjoy the aftertaste. 😊
686,female,686,25-44,686,B,686,Wouldn't buy again. imo it's one of the better brands. 😕
687,male,687,18-24,687,B,687,Pretty good! ☕
688,female,688,25-44,688,A,688,The beans smell fantastic. Hope you keep the quality consistent. 😕
689,male,689,18-24,689,A,689,The beans smell fantastic. Delivery was really fast. 👎
690,male,690,65+,690,B,690,Really enjoying Coffee X. 👍
691,female,691,18-24,691,B,691,Didn't enjoy the aftertaste. 😕
692,female,692,25-44,692,A,692,Too bitter for me. 😍
693,female,693,25-44,693,B,693,Packaging could be better. ❤️
694,female,694,65+,694,B,694,Not as fresh as expected 🤔
695,female,695,18-24,695,A,695,Yumm 😋 ❤️
696,male,696,45-64,696,B,696,Too bitter for me. I drink it every morning.
697,male,697,25-44,697,A,697,The beans smell fantastic. Not bad at all tbh.
698,female,698,25-44,698,A,698,Really enjoying Coffee X. Would love a decaf version. 👌
699,female,699,25-44,699,B,699,10/10 ❤️ 😋
700,female,700,18-24,700,A,700,I'll definitely buy again. ☕
701,female,701,18-24,701,B,701,Could be better. 😊
702,female,702,25-44,702,A,702,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. ☕
703,male,703,25-44,703,B,703,Really enjoying Coffee X 😕
704,female,704,65+,704,A,704,Expected better. 👎
705,male,705,25-44,705,A,705,Works great with milk but black coffee isn't my favourite. I drink it every morning. ☕
706,male,706,18-24,706,B,706,My morning feels incomplete without it. ngl I expected more. ☕
707,female,707,18-24,707,B,707,The beans smell fantastic. ☕
708,male,708,45-64,708,A,708,Super smooth taste 😍
709,female,709,18-24,709,B,709,Way too expensive.
710,male,710,25-44,710,A,710,Love this coffee. Customer service was great too. 👍
711,female,711,25-44,711,B,711,Super smooth taste. Customer service was great too. 😊
712,female,712,65+,712,B,712,Packaging could be better. ngl I expected more. 👎
713,male,713,18-24,713,B,713,Love this coffe Hope you keep the quality consistent.
714,male,714,25-44,714,A,714,Very balanced flavour. 👎
715,male,715,45-64,715,A,715,Taste is kinda weak. Customer service was gr8 too. 😊
716,male,716,65+,716,A,716,Very balanced flavour. Delivery was really fast. 🤔
717,female,717,65+,717,B,717,Too bitter for me. Would love a decaf version. 😋
718,female,718,18-24,718,B,718,Super smooth taste. Would recommend it to friends. ❤️
719,male,719,25-44,719,B,719,Didn't enjoy the aftertaste
720,female,720,45-64,720,B,720,Very balanced flavour. Customer service was great too.
721,male,721,45-64,721,B,721,Too bitter for me. Please introduce more roast options.
722,male,722,65+,722,B,722,Not as fresh as expected. Would recommend it to friends. ❤️
723,male,723,18-24,723,A,723,Super smooth taste. 👎
724,male,724,18-24,724,B,724,Love this coffee. Please introduce more roast options. 😊
725,female,725,65+,725,A,725,Bit disappointed. Hope you keep the qualty consistent. 😊
726,male,726,25-44,726,A,726,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands. 😕
727,male,727,25-44,727,A,727,Packaging looks premium but freshness could improve. imo it's one of the better brands. 😕
728,male,728,18-24,728,B,728,I'll definitely buy again. ngl I expected more. 🤔
729,male,729,18-24,729,A,729,Not bad. 👌
730,male,730,25-44,730,B,730,I'll definitely buy again. Not bad at all tbh. 😋
731,male,731,45-64,731,B,731,I'll definitely buy again
732,female,732,25-44,732,A,732,Packaging looks premium but freshness could improve. imo it's one of the better brands. 🤔
733,female,733,65+,733,B,733,My morning feels incomplete without it. ngl I expected more. ❤️
734,female,734,18-24,734,A,734,Very balanced flavour. Please introduce more roast options. 👎
735,female,735,65+,735,A,735,Expected better. I drink it every morning. 🤔
736,female,736,45-64,736,A,736,Love this coffe I drink it every morning.
737,female,737,65+,737,A,737,Amazing aroma.
738,male,738,18-24,738,A,738,realy enjoying Coffee X. I drink it every morning.
739,male,739,65+,739,A,739,Love this coffee. Would love a decaf version. 😅
740,female,740,25-44,740,B,740,I'll definetly buy again
741,female,741,45-64,741,A,741,The beans smell fantastic. Would recommend it to friends.
742,female,742,65+,742,A,742,Best coffee I've had in a while. Please introduce more roast options. 😅
743,female,743,65+,743,A,743,Not as fesh as expected. imo it's one of the better brands.
744,female,744,65+,744,B,744,Worth every penny. imo it's one of the better brands. 👎
745,female,745,45-64,745,B,745,My morning feels incomplete without it. Would love a decaf version. 😊
746,male,746,65+,746,A,746,I'll definitely buy again. ngl I expected more.
747,male,747,45-64,747,A,747,I'll definitely buy again 😊
748,male,748,25-44,748,B,748,Way too expensive. Please introduce more roast options. 👍
749,female,749,45-64,749,B,749,Works gr8 with milk but black coffee isn't my favourite. 😍
750,female,750,65+,750,B,750,Best cofee I've had in a while. Not bad at all tbh. 😊
751,female,751,45-64,751,A,751,Super smooth taste. ngl I expected more.
752,female,752,18-24,752,A,752,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 😕
753,male,753,45-64,753,A,753,Pretty good overall although I expected a stronger roast. Please introduce more roast options.
754,male,754,45-64,754,B,754,Pretty good! 😋
755,male,755,25-44,755,A,755,Pretty good overall although I expected a stronger roast. I drink it every morning. ☕
756,female,756,18-24,756,B,756,Super smooth taste. imo it's one of the better brands. 👌
757,male,757,18-24,757,A,757,Best coffee I've had in a while 😕
758,female,758,18-24,758,A,758,I'll definetly buy again. 😊
759,female,759,25-44,759,B,759,Too bitter for me. Would love a decaf version. 😕
760,female,760,65+,760,A,760,Really enjoying Coffee X. Would recommend it to friends.
761,male,761,45-64,761,B,761,Worth every penny. ngl I expected more. ❤️
762,female,762,45-64,762,B,762,Very balanced flavour.
763,female,763,45-64,763,A,763,Best coffee I've had in a while. Not bad at all tbh.
764,female,764,45-64,764,A,764,Amazing 😍 👎
765,male,765,25-44,765,B,765,Taste is nice but it's a bit pricey. Would love a decaf version. 😊
