459,male,25-44,B,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 😅
460,female,25-44,A,It's okay. 😋
461,female,65+,B,Worth every penny. Not bad at all tbh. 👎
462,male,45-64,B,Wouldn't buy again. 😍
463,female,45-64,B,Works great with milk but black coffee isn't my favourite. Customer service was gr8 too.
464,male,18-24,B,It's okay. ❤️
465,female,45-64,A,Amazing aroma. I drink it every morning. 👍
466,male,18-24,B,Not as fresh as expected. Delivery was really fast.
467,male,65+,B,Amazing aroma. Delivery was really fast. 😍
468,male,18-24,A,Bit disappointed
469,male,18-24,B,My morning feels incomplete without it 😕
470,male,18-24,A,Love this coffee. ngl I expected more.
471,female,45-64,B,I'll definitely buy again. I drink it every morning. 😋
472,male,25-44,A,Coffee arrived stale. 🤔
473,female,65+,B,I'll definitely buy again. I drink it every morning. 😊
474,female,65+,A,Packaging could be better. Not bad at all tbh.
475,female,25-44,A,Didn't enjoy the aftertaste. Not bad at all tbh.
476,female,25-44,B,Super smooth taste. imo it's one of the better brands. 😍
477,male,65+,A,Very balanced flavour. ngl I expected more. 😊
478,female,65+,A,Expected better. ngl I expected more.
479,male,25-44,B,Bit disappointed 👎
480,male,18-24,A,Pretty good overall although I expected a stronger roast. ngl I expected more. 🤔
481,female,65+,A,Pretty good! 👍
482,female,18-24,A,It's okay. ☕
483,female,45-64,A,Taste is nice but it's a bit pricey. Would love a decaf version. 🤔
484,male,25-44,A,Worth every penny. 😅
485,male,25-44,A,Taste is nice but it's a bit pricey. 😕
486,male,25-44,B,Packaging could be better. Would recommend it to friends. 👎
487,male,18-24,B,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😕
488,male,25-44,A,"Love the aroma, not a fan of the aftertaste. Not bad at all tbh. 👎"
489,female,65+,B,Very balanced flavour. Delivery was really fast. 😅
490,male,25-44,B,Amazing aroma. I drink it every morning.
491,female,45-64,A,Love this coffee. Customer service was great too. 😍
492,female,65+,B,Not as fesh as expected. Would love a decaf version. 🤔
493,male,25-44,B,Very balanced flavour. Would recommend it to friends.
494,female,18-24,B,Super smooth taste. Would recommend it to friends.
495,female,65+,A,Wouldn't buy again. Delivery was really fast.
496,female,65+,A,Works gr8 with milk but black coffee isn't my favourite. 🤔
497,female,45-64,B,Works gr8 with milk but black coffee isn't my favourite. Would recommend it to friends.
498,male,25-44,B,Taste is nice but it's a bit pricey. Not bad at all tbh. 👌
499,male,45-64,B,Didn't enjoy the aftertaste. Please introduce more roast options.
500,female,18-24,A,Way too expensive. Would reccomend it to friends.
501,female,65+,B,Didn't enjoy the aftertaste. I drink it every morning. ❤️
502,male,25-44,A,Way too expensive 👌
503,male,18-24,B,Coffee arrived stale. Would love a decaf version.
504,male,18-24,A,Really enjoying Coffee X. 🤔
505,male,65+,B,Too bitter for me. Delivery was really fast.
506,female,18-24,B,I'll definitely buy again. imo it's one of the better brands.
507,female,45-64,B,"Love the aroma, not a fan of the aftertaste. 😊"
508,male,65+,A,Super smooth taste. 🤔
509,female,18-24,B,Love it ☕ 👍
510,female,65+,B,Worth every penny. I drink it every morning. 🤔
511,female,65+,A,Works gr8 with milk but black coffee isn't my favourite. imo it's one of the better brands.
512,male,25-44,B,Really enjoying Coffee X. Hope you keep the quality consistent.
513,male,65+,B,Too bitter for me. Would love a decaf version. 👍
514,female,25-44,A,rly enjoying Coffee X
515,female,25-44,B,Best coffee I've had in a while. Hope you keep the qualty consistent.
516,male,18-24,B,Really enjoying coffe X. Delivery was really fast.
517,male,45-64,B,realy enjoying coffe X. Hope you keep the quality consistent. 👍
518,male,25-44,A,My morning feels incomplete without it. Customer service was great too.
519,female,65+,B,Wouldn't buy again. Hope you keep the quality consistent. ☕
520,male,25-44,B,Pretty good overall although I expected a stronger roast. Would love a decaf version. ❤️
521,female,65+,B,Worth every penny. imo it's one of the better brands. 👍
522,female,45-64,B,Amazing aroma. ngl I expected more. 😋
523,male,45-64,B,Could be better. 👍
524,male,18-24,B,Not as fresh as expected. Delivery was really fast. 😅
525,male,18-24,B,Pretty good overall although I expected a stronger roast. 👍
526,male,65+,A,Packaging looks premium but freshness could improve. Not bad at all tbh. ❤️
527,male,45-64,B,Coffee arrived stale. Delivery was really fast. 👎
528,male,45-64,B,I'll definitely buy again. Hope you keep the qualty consistent. 😊
529,female,65+,A,Super smooth taste. imo it's one of the better brands. 👍
530,female,45-64,A,Didn't enjoy the aftertaste. Customer service was great too. 😊
531,female,25-44,B,Taste is nice but it's a bit pricey. Customer service was great too.
532,male,45-64,B,Taste is nice but it's a bit pricey. Not bad at all tbh. ☕
533,female,18-24,A,Taste is kinda weak. Customer service was great too. ☕
534,male,65+,B,Pretty good overall although I expected a stronger roast. Customer service was great too. 😋
535,female,45-64,B,Really enjoying Coffee X. Delivery was really fast. 🤔
536,male,18-24,A,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😊"
537,female,65+,A,Best coffee I've had in a while.
538,male,25-44,B,Didn't enjoy the aftertaste. I drink it every morning.
539,male,25-44,B,Love this coffee. Would recommend it to friends.
540,male,65+,B,Taste is nice but it's a bit pricey. Not bad at all tbh. 😕
541,male,45-64,A,Amazing aroma. Customer service was gr8 too.
542,female,45-64,B,Could be better. 😋
543,female,25-44,A,The beans smell fantastic 🤔
544,female,45-64,B,My morning feels incomplete without it. 😋
545,female,18-24,B,The beans smell fantastic. 👎
546,male,45-64,B,Too bitter for me 👌
547,female,65+,B,Taste is nice but it's a bit pricey. ngl I expected more. 👍
548,female,45-64,B,Works great with milk but black coffee isn't my favourite. 👎
549,female,65+,A,Really enjoying Coffee X. Would love a decaf version.
550,female,25-44,B,"Love the aroma, not a fan of the aftertaste. Delivery was really fast."
551,female,65+,B,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😅
552,male,45-64,B,Love this coffee. I drink it every morning. 👌
553,male,18-24,B,Worth every penny. I drink it every morning. 👌
554,male,18-24,A,Way too expensive. Would recommend it to friends.
555,male,25-44,A,Love this coffee. Not bad at all tbh. 😕
556,male,45-64,B,Worth every penny. Hope you keep the quality consistent. ☕
557,male,18-24,B,Best coffee I've had in a while. Hope you keep the quality consistent.
558,female,18-24,B,Bit disappointed. Would love a decaf version. ☕
559,female,45-64,B,Not as fresh as expected 😍
560,female,45-64,B,Too bitter for me. Delivery was really fast. 👌
561,female,25-44,B,Not as fresh as expected. Would love a decaf version. 😊
562,female,65+,A,Could be better. 👌
563,female,25-44,B,Too bitter for me. Not bad at all tbh. 😍
564,female,45-64,A,Coffee arrived stale. Delivery was really fast.
565,female,18-24,A,Packaging could be better. Delivery was really fast. 😋
566,male,65+,A,Taste is nice but it's a bit pricey. I drink it every morning. 👌
567,female,45-64,B,Super smooth taste. 😋
568,female,25-44,B,The beans smell fantastic. Hope you keep the quality consistent.
569,male,25-44,A,Worth every penny 👌
570,male,25-44,B,Best cofee I've had in a while
571,male,65+,A,Expected better. 😅
572,male,25-44,A,Taste is kinda weak. imo it's one of the better brands. 👌
573,female,25-44,A,Amazing aroma. Hope you keep the quality consistent.
574,male,25-44,B,Really enjoying coffe X.
575,female,65+,A,Not as fresh as expected
576,male,65+,B,"Love the aroma, not a fan of the aftertaste. 👎"
577,female,25-44,B,Not as fesh as expected. Hope you keep the quality consistent.
578,female,65+,A,Pretty good overall although I expected a stronger roast. Not bad at all tbh. 😊
579,female,45-64,B,Not as fresh as expected. Customer service was great too. 😋
580,female,45-64,B,Expected better. ngl I expected more. 😍
581,male,18-24,A,Worth every penny. imo it's one of the better brands.
582,female,25-44,A,Taste is nice but it's a bit pricey. Delivery was really fast. 🤔
583,female,45-64,B,Wouldn't buy again. 👎
584,female,18-24,A,"Love the aroma, not a fan of the aftertaste. 🤔"
585,male,25-44,A,Taste is nice but it's a bit pricey. 😋
586,male,65+,A,Packaging could be better. Delivery was really fast. ☕
587,male,18-24,A,Works gr8 with milk but black coffee isn't my favourite. ngl I expected more.
588,male,18-24,A,Best coffee I've had in a while. imo it's one of the better brands. 👎
589,female,18-24,B,Not as fresh as expected. ngl I expected more. 😊
590,female,45-64,B,Expected better. Customer service was great too. ❤️
591,female,45-64,B,Taste is kinda weak. imo it's one of the better brands.
592,female,18-24,A,The beans smell fantastic. ngl I expected more. 😍
593,male,45-64,B,Pretty good! 👌
594,male,65+,A,Best coffee I've had in a while. Would love a decaf version.
595,male,45-64,A,Love this coffee 😕
596,male,25-44,A,Not as fesh as expected. 😋
597,male,65+,A,Works great with milk but black cofee isn't my favourite. Would recommend it to friends. 👍
598,male,45-64,A,Works great with milk but black cofee isn't my favourite. 👌
599,male,45-64,A,The beans smell fantastic. I drink it every morning. 😅
600,male,18-24,A,Packaging looks premium but freshness could improve. 👍
601,male,65+,A,"Love the aroma, not a fan of the aftertaste. ngl I expected more. ☕"
602,female,65+,A,Not bad.
603,female,65+,A,Amazing aroma. Delivery was really fast. 😅
604,male,25-44,B,Packaging looks premium but freshness could improve. ❤️
605,male,45-64,A,Pretty good overall although I expected a stronger roast. ☕
606,male,65+,B,I'll definitely buy again. ngl I expected more. 👎
607,female,25-44,B,Wouldn't buy again.
608,male,25-44,A,Packaging looks premium but freshness could improve. Would love a decaf version.
609,female,18-24,B,Too bitter for me. Not bad at all tbh.
610,female,25-44,A,Love this coffe Delivery was really fast. 😍
611,female,18-24,B,Very balanced flavour. Delivery was realy fast. 😊
612,male,25-44,B,Works great with milk but black coffe isn't my favourite. 😍
613,male,45-64,B,Really enjoying Coffee X. Would recommend it to friends. 😕
614,female,45-64,B,Way too expensive. ❤️
615,female,45-64,B,Expected better.
616,male,65+,B,Love this coffee. Please introduce more roast options.
617,female,65+,A,Amazing aroma. Delivery was rly fast. 😅
618,male,45-64,B,I'll definitely buy again 👌
619,female,18-24,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 👍
620,female,18-24,A,I'll definitely buy again. Please introduce more roast options.
621,male,45-64,B,Coffee arrived stale. I drink it every morning. 😕
622,female,18-24,A,Bit disappointed. 🤔
623,male,25-44,A,Wouldn't buy again. Not bad at all tbh. ☕
624,male,45-64,B,Too bitter for me. imo it's one of the better brands.
625,male,25-44,A,Love this coffe 👌
626,female,25-44,A,"Love the aroma, not a fan of the aftertaste. Would love a decaf version. ❤️"
627,male,18-24,A,Really enjoying Coffee X. I drink it every morning. 👎
628,male,25-44,A,Love this cofee
629,male,65+,B,Packaging looks premium but freshness could improve. 👌
630,male,65+,A,Super smooth taste. Hope you keep the quality consistent. 😋
631,female,18-24,B,My morning feels incomplete without it.
632,female,25-44,A,Taste is nice but it's a bit pricey. Please introduce more roast options. 👎
633,male,18-24,A,Not as fresh as expected 😋
634,male,45-64,B,10/10 ❤️ 😅
635,female,45-64,A,Works gr8 with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👌
636,female,18-24,B,Really enjoying Coffee X. Hope you keep the quality consistent. ❤️
637,female,25-44,A,Really enjoying Coffee X. Not bad at all tbh. 👌
638,male,18-24,A,Too bitter for me
639,female,25-44,A,Worth every penny. ngl I expected more. ☕
640,male,18-24,A,The beans smell fantastic 😍
641,female,65+,B,My morning feels incomplete without it. Delivery was rly fast.
642,male,45-64,A,Taste is kinda weak. 😕
643,male,18-24,B,Really enjoying Coffee X.
644,male,65+,A,Works great with milk but black coffee isn't my favourite. Would reccomend it to friends.
645,female,65+,A,Too bitter for me. Delivery was really fast. 👍
646,female,65+,A,Works great with milk but black coffee isn't my favourite. I drink it every morning. 😊
647,female,25-44,A,The beans smell fantastic. ngl I expected more. 🤔
648,male,25-44,B,Super smooth taste. Not bad at all tbh. 🤔
649,female,25-44,A,Packaging could be better. I drink it every morning.
650,female,45-64,B,"Love the aroma, not a fan of the aftertaste. ☕"
651,male,18-24,B,The beans smell fantastic. Would recommend it to friends. ☕
652,male,18-24,A,Didn't enjoy the aftertaste. I drink it every morning. 😅
653,male,18-24,B,Not as fresh as expected. Not bad at all tbh. ☕
654,male,25-44,A,The beans smell fantastic. 😍
655,male,18-24,A,Amazing aroma. imo it's one of the better brands.
656,male,65+,A,Best cofee I've had in a while. imo it's one of the better brands.
657,male,18-24,B,Packaging could be better. Would love a decaf version. 👍
658,female,25-44,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands.
659,female,18-24,A,My morning feels incomplete without it. I drink it every morning. 👎
660,female,45-64,A,I'll definitely buy again. I drink it every morning.
661,male,45-64,B,Best coffee I've had in a while. Customer service was great too. 👌
662,male,65+,A,Love this coffee. Customer service was great too.
663,female,65+,B,Taste is nice but it's a bit pricey. Please introduce more roast options. 👌
664,female,65+,B,I'll definitely buy again. Would love a decaf version. 👎
665,male,18-24,A,Wouldn't buy again. 👍
666,male,18-24,A,Love this coffee. 👍
667,male,25-44,B,Really enjoying Coffee X. Would love a decaf version. 😋
668,female,18-24,A,Too bitter for me. Hope you keep the quality consistent.
669,female,18-24,B,Love this coffee. 😊
670,male,18-24,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. 😊
671,male,18-24,B,Amazing aroma. Please introduce more roast options. 😅
672,male,25-44,B,The beans smell fantastic 👎
673,female,18-24,A,Best cofee I've had in a while. Would love a decaf version.
674,female,45-64,A,I'll definitely buy again. Would reccomend it to friends. 😍
675,male,25-44,A,Too bitter for me 😕
676,female,25-44,A,Coffee arrived stale. Hope you keep the quality consistent.
677,female,65+,B,Way too expensive. ngl I expected more. 😊
678,male,65+,A,Taste is nice but it's a bit pricey. Delivery was realy fast.
679,female,65+,A,I'll definitely buy again. Please introduce more roast options. 😊
680,male,18-24,B,Love this coffe Not bad at all tbh.
681,female,18-24,B,Taste is kinda weak. Delivery was really fast. ❤️
682,male,18-24,B,Really enjoying Coffee X 😍
683,female,18-24,A,Expected better. Would love a decaf version. 😅
684,female,65+,B,Yumm 😋 🤔
685,male,45-64,B,Packaging looks premium but freshness could improve. Customer service was great too.
686,male,65+,A,Didn't enjoy the aftertaste. 😊
687,female,25-44,B,Wouldn't buy again. imo it's one of the better brands. 😕
688,male,18-24,B,Pretty good! ☕
689,female,25-44,A,The beans smell fantastic. Hope you keep the quality consistent. 😕
690,male,18-24,A,The beans smell fantastic. Delivery was really fast. 👎
691,male,65+,B,Really enjoying Coffee X. 👍
692,female,18-24,B,Didn't enjoy the aftertaste. 😕
693,female,25-44,A,Too bitter for me. 😍
694,female,25-44,B,Packaging could be better. ❤️
695,female,65+,B,Not as fresh as expected 🤔
696,female,18-24,A,Yumm 😋 ❤️
697,male,45-64,B,Too bitter for me. I drink it every morning.
698,male,25-44,A,The beans smell fantastic. Not bad at all tbh.
699,female,25-44,A,Really enjoying Coffee X. Would love a decaf version. 👌
700,female,25-44,B,10/10 ❤️ 😋
701,female,18-24,A,I'll definitely buy again. ☕
702,female,18-24,B,Could be better. 😊
703,female,25-44,A,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. ☕
704,male,25-44,B,Really enjoying Coffee X 😕
705,female,65+,A,Expected better. 👎
706,male,25-44,A,Works great with milk but black coffee isn't my favourite. I drink it every morning. ☕
707,male,18-24,B,My morning feels incomplete without it. ngl I expected more. ☕
708,female,18-24,B,The beans smell fantastic. ☕
709,male,45-64,A,Super smooth taste 😍
710,female,18-24,B,Way too expensive.
711,male,25-44,A,Love this coffee. Customer service was great too. 👍
712,female,25-44,B,Super smooth taste. Customer service was great too. 😊
713,female,65+,B,Packaging could be better. ngl I expected more. 👎
714,male,18-24,B,Love this coffe Hope you keep the quality consistent.
715,male,25-44,A,Very balanced flavour. 👎
716,male,45-64,A,Taste is kinda weak. Customer service was gr8 too. 😊
717,male,65+,A,Very balanced flavour. Delivery was really fast. 🤔
718,female,65+,B,Too bitter for me. Would love a decaf version. 😋
719,female,18-24,B,Super smooth taste. Would recommend it to friends. ❤️
720,male,25-44,B,Didn't enjoy the aftertaste
721,female,45-64,B,Very balanced flavour. Customer service was great too.
722,male,45-64,B,Too bitter for me. Please introduce more roast options.
723,male,65+,B,Not as fresh as expected. Would recommend it to friends. ❤️
724,male,18-24,A,Super smooth taste. 👎
725,male,18-24,B,Love this coffee. Please introduce more roast options. 😊
726,female,65+,A,Bit disappointed. Hope you keep the qualty consistent. 😊
727,male,25-44,A,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands. 😕
728,male,25-44,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. 😕
729,male,18-24,B,I'll definitely buy again. ngl I expected more. 🤔
730,male,18-24,A,Not bad. 👌
731,male,25-44,B,I'll definitely buy again. Not bad at all tbh. 😋
732,male,45-64,B,I'll definitely buy again
733,female,25-44,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. 🤔
734,female,65+,B,My morning feels incomplete without it. ngl I expected more. ❤️
735,female,18-24,A,Very balanced flavour. Please introduce more roast options. 👎
736,female,65+,A,Expected better. I drink it every morning. 🤔
737,female,45-64,A,Love this coffe I drink it every morning.
738,female,65+,A,Amazing aroma.
739,male,18-24,A,realy enjoying Coffee X. I drink it every morning.
740,male,65+,A,Love this coffee. Would love a decaf version. 😅
741,female,25-44,B,I'll definetly buy again
742,female,45-64,A,The beans smell fantastic. Would recommend it to friends.
743,female,65+,A,Best coffee I've had in a while. Please introduce more roast options. 😅
744,female,65+,A,Not as fesh as expected. imo it's one of the better brands.
745,female,65+,B,Worth every penny. imo it's one of the better brands. 👎
746,female,45-64,B,My morning feels incomplete without it. Would love a decaf version. 😊
747,male,65+,A,I'll definitely buy again. ngl I expected more.
748,male,45-64,A,I'll definitely buy again 😊
749,male,25-44,B,Way too expensive. Please introduce more roast options. 👍
750,female,45-64,B,Works gr8 with milk but black coffee isn't my favourite. 😍
751,female,65+,B,Best cofee I've had in a while. Not bad at all tbh. 😊
752,female,45-64,A,Super smooth taste. ngl I expected more.
753,female,18-24,A,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 😕
754,male,45-64,A,Pretty good overall although I expected a stronger roast. Please introduce more roast options.
755,male,45-64,B,Pretty good! 😋
756,male,25-44,A,Pretty good overall although I expected a stronger roast. I drink it every morning. ☕
757,female,18-24,B,Super smooth taste. imo it's one of the better brands. 👌
758,male,18-24,A,Best coffee I've had in a while 😕
759,female,18-24,A,I'll definetly buy again. 😊
760,female,25-44,B,Too bitter for me. Would love a decaf version. 😕
761,female,65+,A,Really enjoying Coffee X. Would recommend it to friends.
762,male,45-64,B,Worth every penny. ngl I expected more. ❤️
763,female,45-64,B,Very balanced flavour.
764,female,45-64,A,Best coffee I've had in a while. Not bad at all tbh.
765,female,45-64,A,Amazing 😍 👎
766,male,25-44,B,Taste is nice but it's a bit pricey. Would love a decaf version. 😊
767,male,18-24,A,Love this coffee. imo it's one of the better brands. 😋
768,male,45-64,A,I'll definitely buy again.
769,female,65+,B,Not as fesh as expected. 👎
770,female,18-24,A,Packaging could be better. Would love a decaf version. ☕
771,male,18-24,B,Really enjoying Coffee X. I drink it every morning. ❤️
772,female,45-64,A,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👎
773,female,65+,A,Love this coffee.
774,male,18-24,A,Meh. 👌
775,female,18-24,B,The beans smell fantastic 👌
776,female,18-24,B,Pretty good overall although I expected a stronger roast. Customer service was gr8 too.
777,female,65+,A,My morning feels incomplete without it. Would recommend it to friends. 👎
778,female,45-64,B,Bit disappointed. I drink it every morning.
779,female,18-24,A,Super smooth taste 👎
780,male,65+,A,Didn't enjoy the aftertaste. Hope you keep the quality consistent. 🤔
781,female,18-24,B,Packaging could be better. imo it's one of the better brands.
782,male,65+,A,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent. 😊
783,female,25-44,B,"Love the aroma, not a fan of the aftertaste. 😕"
784,female,25-44,A,Packaging could be better. Please introduce more roast options. 😋
785,female,65+,A,Not bad. ❤️
786,male,25-44,B,My morning feels incomplete without it. ☕
787,male,18-24,A,Super smooth taste. Please introduce more roast options. ☕
788,female,25-44,B,Too bitter for me. Would recommend it to friends. 😅
789,female,18-24,B,Not as fresh as expected. imo it's one of the better brands. 😋
790,female,18-24,B,Love this coffee. Customer service was gr8 too. 😍
791,male,65+,B,Way too expensive. 👎
792,male,65+,A,I'll definitely buy again. Hope you keep the quality consistent. 😊
793,female,18-24,A,Best coffe I've had in a while. Customer service was great too. 😊
794,female,18-24,B,Super smooth taste
795,female,25-44,A,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent.
796,male,65+,B,My morning feels incomplete without it
797,male,18-24,A,realy enjoying Coffee X. 😊
798,female,45-64,B,Coffee arrived stale. Hope you keep the quality consistent. 😍
799,female,65+,A,Packaging could be better. Delivery was really fast. 😍
800,male,65+,A,Bit disappointed. 😍
801,female,45-64,B,Taste is kinda weak. Would reccomend it to friends.
802,male,25-44,B,Wouldn't buy again. ❤️
803,male,45-64,B,Works great with milk but black coffee isn't my favourite. Would love a decaf version. 😅
804,female,45-64,B,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😍"
805,male,45-64,A,Taste is nice but it's a bit pricey. Would reccomend it to friends.
806,male,18-24,A,Very balanced flavour. Would recomend it to friends. 😕
807,female,65+,B,Bit disappointed. Customer service was great too.
808,female,45-64,A,Love this coffee 👍
809,male,45-64,B,Taste is kinda weak. Hope you keep the quality consistent. ❤️
810,male,45-64,B,Bit disappointed. Hope you keep the quality consistent.
811,male,25-44,B,Best coffee I've had in a while. Hope you keep the quality consistent. 😍
812,male,65+,B,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 👍
813,male,18-24,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. ☕
814,male,45-64,A,Worth every penny. Customer service was great too.
815,male,45-64,B,Way too expensive. Hope you keep the quality consistent.
816,female,65+,A,My morning feels incomplete without it. Customer service was great too. 😋
817,female,45-64,B,Too expensive 😕
818,female,25-44,B,Super smooth taste. Please introduce more roast options. 😕
819,female,18-24,B,Works great with milk but black cofee isn't my favourite. Customer service was great too. 😋
820,female,65+,B,Love this coffe Hope you keep the qualty consistent.
821,male,65+,B,realy enjoying Coffee X. Customer service was great too. 🤔
822,male,65+,A,I'll definitely buy again. 😅
823,female,25-44,A,Really enjoying Coffee X. Please introduce more roast options. 😅
824,female,25-44,B,Pretty good! 😊
825,male,18-24,A,Super smooth taste. Not bad at all tbh. 😅
826,male,18-24,B,Amazing aroma. I drink it every morning. ☕
827,female,65+,B,"Love the aroma, not a fan of the aftertaste. ❤️"
828,male,18-24,A,Best coffee I've had in a while
829,female,25-44,B,Worth every penny. Would reccomend it to friends.
830,male,18-24,B,Very balanced flavour. I drink it every morning.
831,male,45-64,A,Worth every penny. Delivery was realy fast. ❤️
832,male,45-64,B,Love this coffee 👌
833,male,25-44,B,Coffee arrived stale 😍
834,male,45-64,B,Taste is nice but it's a bit pricey. Would recommend it to friends. 😅
835,male,45-64,A,Packaging looks premium but freshness could improve. I drink it every morning. 😕
836,male,45-64,B,Works great with milk but black coffe isn't my favourite. Delivery was really fast. 👎
837,male,65+,A,Very balanced flavour. Not bad at all tbh. 🤔
838,male,25-44,A,rly enjoying Coffee X. Please introduce more roast options. 😅
839,female,45-64,A,Taste is nice but it's a bit pricey.
840,male,25-44,B,Too expensive 😕 😅
841,male,45-64,B,Packaging looks premium but freshness could improve. Customer service was gr8 too.
842,male,45-64,B,Love this coffe Would recommend it to friends.
843,male,25-44,B,Yumm 😋 😋
844,male,45-64,B,Amazing aroma. Customer service was great too.
845,female,45-64,B,Didn't enjoy the aftertaste. Please introduce more roast options. 👌
846,male,18-24,B,Works great with milk but black coffee isn't my favourite. ☕
847,male,65+,B,Didn't enjoy the aftertaste. ☕
848,female,45-64,A,Wouldn't buy again. Customer service was great too.
849,male,18-24,B,Worth every penny. Would love a decaf version.
850,female,45-64,B,Works great with milk but black cofee isn't my favourite. ❤️
851,female,18-24,A,Could be better. 😅
852,male,65+,B,Works great with milk but black coffe isn't my favourite. Would recommend it to friends.
853,female,25-44,B,Really enjoying Coffee X. 👌
854,male,25-44,A,Taste is kinda weak. I drink it every morning. 😕
855,male,45-64,B,Not as fresh as expected. imo it's one of the better brands. 🤔
856,male,65+,A,Meh. ☕
857,male,65+,A,Packaging could be better.
858,female,25-44,A,Pretty good overall although I expected a stronger roast. ngl I expected more. 👌
859,male,18-24,A,Worth every penny. I drink it every morning. ❤️
860,male,25-44,B,Wouldn't buy again. imo it's one of the better brands. ❤️
861,female,65+,B,Wouldn't buy again. I drink it every morning. ❤️
862,female,25-44,A,Yumm 😋 😊
863,female,65+,A,Love this cofee Customer service was gr8 too.
864,male,65+,A,Amazing aroma. Customer service was great too. ☕
865,female,45-64,B,Works great with milk but black cofee isn't my favourite. 👎
866,male,25-44,B,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands.
867,female,45-64,A,Very balanced flavour. Would love a decaf version. ❤️
868,male,65+,B,My morning feels incomplete without it. Would recommend it to friends.
869,female,25-44,A,Wouldn't buy again. 😋
870,male,45-64,A,Pretty good overall although I expected a stronger roast. 😊
871,male,18-24,B,Not as fresh as expected.
872,female,45-64,A,"Love the aroma, not a fan of the aftertaste. Please introduce more roast options."
873,female,18-24,A,Bit disappointed. Not bad at all tbh. ❤️
874,male,18-24,B,My morning feels incomplete without it. imo it's one of the better brands. 👍
875,female,25-44,B,Yumm 😋 👌
876,male,25-44,B,Very balanced flavour. Not bad at all tbh. 👌
877,female,65+,B,My morning feels incomplete without it. Delivery was really fast. 👍
878,female,25-44,A,Best coffee I've had in a while 👌
879,female,18-24,B,The beans smell fantastic. ngl I expected more. 😅
880,male,45-64,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😅
881,male,25-44,A,My morning feels incomplete without it. imo it's one of the better brands. 😅
882,male,45-64,A,"Love the aroma, not a fan of the aftertaste. 😅"
883,male,65+,A,Didn't enjoy the aftertaste. Hope you keep the quality consistent. ☕
884,male,25-44,B,My morning feels incomplete without it. Hope you keep the quality consistent.
885,male,25-44,B,Packaging could be better. Would recommend it to friends. ☕
886,male,25-44,A,Taste is nice but it's a bit pricey. Would love a decaf version.
887,female,65+,A,Really enjoying Coffee X
888,male,18-24,B,Not as fresh as expected. I drink it every morning.
889,female,18-24,B,Way too expensive 😅
890,male,25-44,A,Not as fresh as expected. Delivery was really fast. 😋
891,female,65+,B,Super smooth taste. 😍
892,female,25-44,A,Expected better. Not bad at all tbh. ☕
893,male,18-24,A,Coffee arrived stale. Not bad at all tbh.
894,male,45-64,B,Super smooth taste. Customer service was great too. 😅
895,female,18-24,A,rly enjoying Coffee X. ngl I expected more.
896,female,45-64,A,Best coffe I've had in a while
897,female,65+,A,Could be better. 😍
898,female,18-24,B,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👌
899,male,45-64,B,Works great with milk but black coffee isn't my favourite. 👍
900,female,45-64,B,Taste is kinda weak. Please introduce more roast options. ☕
901,female,65+,B,Not as fresh as expected. Please introduce more roast options.
902,male,65+,B,My morning feels incomplete without it ☕
903,female,45-64,B,Best coffee I've had in a while. Customer service was gr8 too.
904,male,45-64,B,Very balanced flavour. I drink it every morning. 👌
905,female,45-64,A,Not as fresh as expected. Would love a decaf version. 😍
906,female,45-64,B,Love this coffee. Would love a decaf version.
907,male,65+,A,Wouldn't buy again
908,female,45-64,B,Best cofee I've had in a while. Would recomend it to friends.
909,female,65+,A,Amazing aroma 👎
910,male,65+,B,My morning feels incomplete without it. Customer service was gr8 too.
911,male,25-44,A,Love this coffee. Delivery was really fast.
912,male,18-24,A,"Love the aroma, not a fan of the aftertaste. Customer service was great too."
913,male,65+,A,Super smooth taste. Would love a decaf version.
914,female,25-44,B,Expected better. ngl I expected more. ☕
915,female,25-44,B,Amazing aroma. 😕
916,female,18-24,B,Love this cofee Hope you keep the quality consistent. ❤️
917,male,25-44,A,Meh. 😍
918,male,18-24,A,Bit disappointed. Would recommend it to friends.
919,male,25-44,A,Best coffe I've had in a while. Hope you keep the quality consistent. 😅
920,male,45-64,B,It's okay.
