id,gender,age,brand,feedback
458,male,25-44,B,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 😅
459,female,25-44,A,It's okay. 😋
460,female,65+,B,Worth every penny. Not bad at all tbh. 👎
461,male,45-64,B,Wouldn't buy again. 😍
462,female,45-64,B,Works great with milk but black coffee isn't my favourite. Customer service was gr8 too.
463,male,18-24,B,It's okay. ❤️
464,female,45-64,A,Amazing aroma. I drink it every morning. 👍
465,male,18-24,B,Not as fresh as expected. Delivery was really fast.
466,male,65+,B,Amazing aroma. Delivery was really fast. 😍
467,male,18-24,A,Bit disappointed
468,male,18-24,B,My morning feels incomplete without it 😕
469,male,18-24,A,Love this coffee. ngl I expected more.
470,female,45-64,B,I'll definitely buy again. I drink it every morning. 😋
471,male,25-44,A,Coffee arrived stale. 🤔
472,female,65+,B,I'll definitely buy again. I drink it every morning. 😊
473,female,65+,A,Packaging could be better. Not bad at all tbh.
474,female,25-44,A,Didn't enjoy the aftertaste. Not bad at all tbh.
475,female,25-44,B,Super smooth taste. imo it's one of the better brands. 😍
476,male,65+,A,Very balanced flavour. ngl I expected more. 😊
477,female,65+,A,Expected better. ngl I expected more.
478,male,25-44,B,Bit disappointed 👎
479,male,18-24,A,Pretty good overall although I expected a stronger roast. ngl I expected more. 🤔
480,female,65+,A,Pretty good! 👍
481,female,18-24,A,It's okay. ☕
482,female,45-64,A,Taste is nice but it's a bit pricey. Would love a decaf version. 🤔
483,male,25-44,A,Worth every penny. 😅
484,male,25-44,A,Taste is nice but it's a bit pricey. 😕
485,male,25-44,B,Packaging could be better. Would recommend it to friends. 👎
486,male,18-24,B,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😕
487,male,25-44,A,"Love the aroma, not a fan of the aftertaste. Not bad at all tbh. 👎"
488,female,65+,B,Very balanced flavour. Delivery was really fast. 😅
489,male,25-44,B,Amazing aroma. I drink it every morning.
490,female,45-64,A,Love this coffee. Customer service was great too. 😍
491,female,65+,B,Not as fesh as expected. Would love a decaf version. 🤔
492,male,25-44,B,Very balanced flavour. Would recommend it to friends.
493,female,18-24,B,Super smooth taste. Would recommend it to friends.
494,female,65+,A,Wouldn't buy again. Delivery was really fast.
495,female,65+,A,Works gr8 with milk but black coffee isn't my favourite. 🤔
496,female,45-64,B,Works gr8 with milk but black coffee isn't my favourite. Would recommend it to friends.
497,male,25-44,B,Taste is nice but it's a bit pricey. Not bad at all tbh. 👌
498,male,45-64,B,Didn't enjoy the aftertaste. Please introduce more roast options.
499,female,18-24,A,Way too expensive. Would reccomend it to friends.
500,female,65+,B,Didn't enjoy the aftertaste. I drink it every morning. ❤️
501,male,25-44,A,Way too expensive 👌
502,male,18-24,B,Coffee arrived stale. Would love a decaf version.
503,male,18-24,A,Really enjoying Coffee X. 🤔
504,male,65+,B,Too bitter for me. Delivery was really fast.
505,female,18-24,B,I'll definitely buy again. imo it's one of the better brands.
506,female,45-64,B,"Love the aroma, not a fan of the aftertaste. 😊"
507,male,65+,A,Super smooth taste. 🤔
508,female,18-24,B,Love it ☕ 👍
509,female,65+,B,Worth every penny. I drink it every morning. 🤔
510,female,65+,A,Works gr8 with milk but black coffee isn't my favourite. imo it's one of the better brands.
511,male,25-44,B,Really enjoying Coffee X. Hope you keep the quality consistent.
512,male,65+,B,Too bitter for me. Would love a decaf version. 👍
513,female,25-44,A,rly enjoying Coffee X
514,female,25-44,B,Best coffee I've had in a while. Hope you keep the qualty consistent.
515,male,18-24,B,Really enjoying coffe X. Delivery was really fast.
516,male,45-64,B,realy enjoying coffe X. Hope you keep the quality consistent. 👍
517,male,25-44,A,My morning feels incomplete without it. Customer service was great too.
518,female,65+,B,Wouldn't buy again. Hope you keep the quality consistent. ☕
519,male,25-44,B,Pretty good overall although I expected a stronger roast. Would love a decaf version. ❤️
520,female,65+,B,Worth every penny. imo it's one of the better brands. 👍
521,female,45-64,B,Amazing aroma. ngl I expected more. 😋
522,male,45-64,B,Could be better. 👍
523,male,18-24,B,Not as fresh as expected. Delivery was really fast. 😅
524,male,18-24,B,Pretty good overall although I expected a stronger roast. 👍
525,male,65+,A,Packaging looks premium but freshness could improve. Not bad at all tbh. ❤️
526,male,45-64,B,Coffee arrived stale. Delivery was really fast. 👎
527,male,45-64,B,I'll definitely buy again. Hope you keep the qualty consistent. 😊
528,female,65+,A,Super smooth taste. imo it's one of the better brands. 👍
529,female,45-64,A,Didn't enjoy the aftertaste. Customer service was great too. 😊
530,female,25-44,B,Taste is nice but it's a bit pricey. Customer service was great too.
531,male,45-64,B,Taste is nice but it's a bit pricey. Not bad at all tbh. ☕
532,female,18-24,A,Taste is kinda weak. Customer service was great too. ☕
533,male,65+,B,Pretty good overall although I expected a stronger roast. Customer service was great too. 😋
534,female,45-64,B,Really enjoying Coffee X. Delivery was really fast. 🤔
535,male,18-24,A,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😊"
536,female,65+,A,Best coffee I've had in a while.
537,male,25-44,B,Didn't enjoy the aftertaste. I drink it every morning.
538,male,25-44,B,Love this coffee. Would recommend it to friends.
539,male,65+,B,Taste is nice but it's a bit pricey. Not bad at all tbh. 😕
540,male,45-64,A,Amazing aroma. Customer service was gr8 too.
541,female,45-64,B,Could be better. 😋
542,female,25-44,A,The beans smell fantastic 🤔
543,female,45-64,B,My morning feels incomplete without it. 😋
544,female,18-24,B,The beans smell fantastic. 👎
545,male,45-64,B,Too bitter for me 👌
546,female,65+,B,Taste is nice but it's a bit pricey. ngl I expected more. 👍
547,female,45-64,B,Works great with milk but black coffee isn't my favourite. 👎
548,female,65+,A,Really enjoying Coffee X. Would love a decaf version.
549,female,25-44,B,"Love the aroma, not a fan of the aftertaste. Delivery was really fast."
550,female,65+,B,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😅
551,male,45-64,B,Love this coffee. I drink it every morning. 👌
552,male,18-24,B,Worth every penny. I drink it every morning. 👌
553,male,18-24,A,Way too expensive. Would recommend it to friends.
554,male,25-44,A,Love this coffee. Not bad at all tbh. 😕
555,male,45-64,B,Worth every penny. Hope you keep the quality consistent. ☕
556,male,18-24,B,Best coffee I've had in a while. Hope you keep the quality consistent.
557,female,18-24,B,Bit disappointed. Would love a decaf version. ☕
558,female,45-64,B,Not as fresh as expected 😍
559,female,45-64,B,Too bitter for me. Delivery was really fast. 👌
560,female,25-44,B,Not as fresh as expected. Would love a decaf version. 😊
561,female,65+,A,Could be better. 👌
562,female,25-44,B,Too bitter for me. Not bad at all tbh. 😍
563,female,45-64,A,Coffee arrived stale. Delivery was really fast.
564,female,18-24,A,Packaging could be better. Delivery was really fast. 😋
565,male,65+,A,Taste is nice but it's a bit pricey. I drink it every morning. 👌
566,female,45-64,B,Super smooth taste. 😋
567,female,25-44,B,The beans smell fantastic. Hope you keep the quality consistent.
568,male,25-44,A,Worth every penny 👌
569,male,25-44,B,Best cofee I've had in a while
570,male,65+,A,Expected better. 😅
571,male,25-44,A,Taste is kinda weak. imo it's one of the better brands. 👌
572,female,25-44,A,Amazing aroma. Hope you keep the quality consistent.
573,male,25-44,B,Really enjoying coffe X.
574,female,65+,A,Not as fresh as expected
575,male,65+,B,"Love the aroma, not a fan of the aftertaste. 👎"
576,female,25-44,B,Not as fesh as expected. Hope you keep the quality consistent.
577,female,65+,A,Pretty good overall although I expected a stronger roast. Not bad at all tbh. 😊
578,female,45-64,B,Not as fresh as expected. Customer service was great too. 😋
579,female,45-64,B,Expected better. ngl I expected more. 😍
580,male,18-24,A,Worth every penny. imo it's one of the better brands.
581,female,25-44,A,Taste is nice but it's a bit pricey. Delivery was really fast. 🤔
582,female,45-64,B,Wouldn't buy again. 👎
583,female,18-24,A,"Love the aroma, not a fan of the aftertaste. 🤔"
584,male,25-44,A,Taste is nice but it's a bit pricey. 😋
585,male,65+,A,Packaging could be better. Delivery was really fast. ☕
586,male,18-24,A,Works gr8 with milk but black coffee isn't my favourite. ngl I expected more.
587,male,18-24,A,Best coffee I've had in a while. imo it's one of the better brands. 👎
588,female,18-24,B,Not as fresh as expected. ngl I expected more. 😊
589,female,45-64,B,Expected better. Customer service was great too. ❤️
590,female,45-64,B,Taste is kinda weak. imo it's one of the better brands.
591,female,18-24,A,The beans smell fantastic. ngl I expected more. 😍
592,male,45-64,B,Pretty good! 👌
593,male,65+,A,Best coffee I've had in a while. Would love a decaf version.
594,male,45-64,A,Love this coffee 😕
595,male,25-44,A,Not as fesh as expected. 😋
596,male,65+,A,Works great with milk but black cofee isn't my favourite. Would recommend it to friends. 👍
597,male,45-64,A,Works great with milk but black cofee isn't my favourite. 👌
598,male,45-64,A,The beans smell fantastic. I drink it every morning. 😅
599,male,18-24,A,Packaging looks premium but freshness could improve. 👍
600,male,65+,A,"Love the aroma, not a fan of the aftertaste. ngl I expected more. ☕"
601,female,65+,A,Not bad.
602,female,65+,A,Amazing aroma. Delivery was really fast. 😅
603,male,25-44,B,Packaging looks premium but freshness could improve. ❤️
604,male,45-64,A,Pretty good overall although I expected a stronger roast. ☕
605,male,65+,B,I'll definitely buy again. ngl I expected more. 👎
606,female,25-44,B,Wouldn't buy again.
607,male,25-44,A,Packaging looks premium but freshness could improve. Would love a decaf version.
608,female,18-24,B,Too bitter for me. Not bad at all tbh.
609,female,25-44,A,Love this coffe Delivery was really fast. 😍
610,female,18-24,B,Very balanced flavour. Delivery was realy fast. 😊
611,male,25-44,B,Works great with milk but black coffe isn't my favourite. 😍
612,male,45-64,B,Really enjoying Coffee X. Would recommend it to friends. 😕
613,female,45-64,B,Way too expensive. ❤️
614,female,45-64,B,Expected better.
615,male,65+,B,Love this coffee. Please introduce more roast options.
616,female,65+,A,Amazing aroma. Delivery was rly fast. 😅
617,male,45-64,B,I'll definitely buy again 👌
618,female,18-24,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 👍
619,female,18-24,A,I'll definitely buy again. Please introduce more roast options.
620,male,45-64,B,Coffee arrived stale. I drink it every morning. 😕
621,female,18-24,A,Bit disappointed. 🤔
622,male,25-44,A,Wouldn't buy again. Not bad at all tbh. ☕
623,male,45-64,B,Too bitter for me. imo it's one of the better brands.
624,male,25-44,A,Love this coffe 👌
625,female,25-44,A,"Love the aroma, not a fan of the aftertaste. Would love a decaf version. ❤️"
626,male,18-24,A,Really enjoying Coffee X. I drink it every morning. 👎
627,male,25-44,A,Love this cofee
628,male,65+,B,Packaging looks premium but freshness could improve. 👌
629,male,65+,A,Super smooth taste. Hope you keep the quality consistent. 😋
630,female,18-24,B,My morning feels incomplete without it.
631,female,25-44,A,Taste is nice but it's a bit pricey. Please introduce more roast options. 👎
632,male,18-24,A,Not as fresh as expected 😋
633,male,45-64,B,10/10 ❤️ 😅
634,female,45-64,A,Works gr8 with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👌
635,female,18-24,B,Really enjoying Coffee X. Hope you keep the quality consistent. ❤️
636,female,25-44,A,Really enjoying Coffee X. Not bad at all tbh. 👌
637,male,18-24,A,Too bitter for me
638,female,25-44,A,Worth every penny. ngl I expected more. ☕
639,male,18-24,A,The beans smell fantastic 😍
640,female,65+,B,My morning feels incomplete without it. Delivery was rly fast.
641,male,45-64,A,Taste is kinda weak. 😕
642,male,18-24,B,Really enjoying Coffee X.
643,male,65+,A,Works great with milk but black coffee isn't my favourite. Would reccomend it to friends.
644,female,65+,A,Too bitter for me. Delivery was really fast. 👍
645,female,65+,A,Works great with milk but black coffee isn't my favourite. I drink it every morning. 😊
646,female,25-44,A,The beans smell fantastic. ngl I expected more. 🤔
647,male,25-44,B,Super smooth taste. Not bad at all tbh. 🤔
648,female,25-44,A,Packaging could be better. I drink it every morning.
649,female,45-64,B,"Love the aroma, not a fan of the aftertaste. ☕"
650,male,18-24,B,The beans smell fantastic. Would recommend it to friends. ☕
651,male,18-24,A,Didn't enjoy the aftertaste. I drink it every morning. 😅
652,male,18-24,B,Not as fresh as expected. Not bad at all tbh. ☕
653,male,25-44,A,The beans smell fantastic. 😍
654,male,18-24,A,Amazing aroma. imo it's one of the better brands.
655,male,65+,A,Best cofee I've had in a while. imo it's one of the better brands.
656,male,18-24,B,Packaging could be better. Would love a decaf version. 👍
657,female,25-44,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands.
658,female,18-24,A,My morning feels incomplete without it. I drink it every morning. 👎
659,female,45-64,A,I'll definitely buy again. I drink it every morning.
660,male,45-64,B,Best coffee I've had in a while. Customer service was great too. 👌
661,male,65+,A,Love this coffee. Customer service was great too.
662,female,65+,B,Taste is nice but it's a bit pricey. Please introduce more roast options. 👌
663,female,65+,B,I'll definitely buy again. Would love a decaf version. 👎
664,male,18-24,A,Wouldn't buy again. 👍
665,male,18-24,A,Love this coffee. 👍
666,male,25-44,B,Really enjoying Coffee X. Would love a decaf version. 😋
667,female,18-24,A,Too bitter for me. Hope you keep the quality consistent.
668,female,18-24,B,Love this coffee. 😊
669,male,18-24,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. 😊
670,male,18-24,B,Amazing aroma. Please introduce more roast options. 😅
671,male,25-44,B,The beans smell fantastic 👎
672,female,18-24,A,Best cofee I've had in a while. Would love a decaf version.
673,female,45-64,A,I'll definitely buy again. Would reccomend it to friends. 😍
674,male,25-44,A,Too bitter for me 😕
675,female,25-44,A,Coffee arrived stale. Hope you keep the quality consistent.
676,female,65+,B,Way too expensive. ngl I expected more. 😊
677,male,65+,A,Taste is nice but it's a bit pricey. Delivery was realy fast.
678,female,65+,A,I'll definitely buy again. Please introduce more roast options. 😊
679,male,18-24,B,Love this coffe Not bad at all tbh.
680,female,18-24,B,Taste is kinda weak. Delivery was really fast. ❤️
681,male,18-24,B,Really enjoying Coffee X 😍
682,female,18-24,A,Expected better. Would love a decaf version. 😅
683,female,65+,B,Yumm 😋 🤔
684,male,45-64,B,Packaging looks premium but freshness could improve. Customer service was great too.
685,male,65+,A,Didn't enjoy the aftertaste. 😊
686,female,25-44,B,Wouldn't buy again. imo it's one of the better brands. 😕
687,male,18-24,B,Pretty good! ☕
688,female,25-44,A,The beans smell fantastic. Hope you keep the quality consistent. 😕
689,male,18-24,A,The beans smell fantastic. Delivery was really fast. 👎
690,male,65+,B,Really enjoying Coffee X. 👍
691,female,18-24,B,Didn't enjoy the aftertaste. 😕
692,female,25-44,A,Too bitter for me. 😍
693,female,25-44,B,Packaging could be better. ❤️
694,female,65+,B,Not as fresh as expected 🤔
695,female,18-24,A,Yumm 😋 ❤️
696,male,45-64,B,Too bitter for me. I drink it every morning.
697,male,25-44,A,The beans smell fantastic. Not bad at all tbh.
698,female,25-44,A,Really enjoying Coffee X. Would love a decaf version. 👌
699,female,25-44,B,10/10 ❤️ 😋
700,female,18-24,A,I'll definitely buy again. ☕
701,female,18-24,B,Could be better. 😊
702,female,25-44,A,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. ☕
703,male,25-44,B,Really enjoying Coffee X 😕
704,female,65+,A,Expected better. 👎
705,male,25-44,A,Works great with milk but black coffee isn't my favourite. I drink it every morning. ☕
706,male,18-24,B,My morning feels incomplete without it. ngl I expected more. ☕
707,female,18-24,B,The beans smell fantastic. ☕
708,male,45-64,A,Super smooth taste 😍
709,female,18-24,B,Way too expensive.
710,male,25-44,A,Love this coffee. Customer service was great too. 👍
711,female,25-44,B,Super smooth taste. Customer service was great too. 😊
712,female,65+,B,Packaging could be better. ngl I expected more. 👎
713,male,18-24,B,Love this coffe Hope you keep the quality consistent.
714,male,25-44,A,Very balanced flavour. 👎
715,male,45-64,A,Taste is kinda weak. Customer service was gr8 too. 😊
716,male,65+,A,Very balanced flavour. Delivery was really fast. 🤔
717,female,65+,B,Too bitter for me. Would love a decaf version. 😋
718,female,18-24,B,Super smooth taste. Would recommend it to friends. ❤️
719,male,25-44,B,Didn't enjoy the aftertaste
720,female,45-64,B,Very balanced flavour. Customer service was great too.
721,male,45-64,B,Too bitter for me. Please introduce more roast options.
722,male,65+,B,Not as fresh as expected. Would recommend it to friends. ❤️
723,male,18-24,A,Super smooth taste. 👎
724,male,18-24,B,Love this coffee. Please introduce more roast options. 😊
725,female,65+,A,Bit disappointed. Hope you keep the qualty consistent. 😊
726,male,25-44,A,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands. 😕
727,male,25-44,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. 😕
728,male,18-24,B,I'll definitely buy again. ngl I expected more. 🤔
729,male,18-24,A,Not bad. 👌
730,male,25-44,B,I'll definitely buy again. Not bad at all tbh. 😋
731,male,45-64,B,I'll definitely buy again
732,female,25-44,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. 🤔
733,female,65+,B,My morning feels incomplete without it. ngl I expected more. ❤️
734,female,18-24,A,Very balanced flavour. Please introduce more roast options. 👎
735,female,65+,A,Expected better. I drink it every morning. 🤔
736,female,45-64,A,Love this coffe I drink it every morning.
737,female,65+,A,Amazing aroma.
738,male,18-24,A,realy enjoying Coffee X. I drink it every morning.
739,male,65+,A,Love this coffee. Would love a decaf version. 😅
740,female,25-44,B,I'll definetly buy again
741,female,45-64,A,The beans smell fantastic. Would recommend it to friends.
742,female,65+,A,Best coffee I've had in a while. Please introduce more roast options. 😅
743,female,65+,A,Not as fesh as expected. imo it's one of the better brands.
744,female,65+,B,Worth every penny. imo it's one of the better brands. 👎
745,female,45-64,B,My morning feels incomplete without it. Would love a decaf version. 😊
746,male,65+,A,I'll definitely buy again. ngl I expected more.
747,male,45-64,A,I'll definitely buy again 😊
748,male,25-44,B,Way too expensive. Please introduce more roast options. 👍
749,female,45-64,B,Works gr8 with milk but black coffee isn't my favourite. 😍
750,female,65+,B,Best cofee I've had in a while. Not bad at all tbh. 😊
751,female,45-64,A,Super smooth taste. ngl I expected more.
752,female,18-24,A,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 😕
753,male,45-64,A,Pretty good overall although I expected a stronger roast. Please introduce more roast options.
754,male,45-64,B,Pretty good! 😋
755,male,25-44,A,Pretty good overall although I expected a stronger roast. I drink it every morning. ☕
756,female,18-24,B,Super smooth taste. imo it's one of the better brands. 👌
757,male,18-24,A,Best coffee I've had in a while 😕
758,female,18-24,A,I'll definetly buy again. 😊
759,female,25-44,B,Too bitter for me. Would love a decaf version. 😕
760,female,65+,A,Really enjoying Coffee X. Would recommend it to friends.
761,male,45-64,B,Worth every penny. ngl I expected more. ❤️
762,female,45-64,B,Very balanced flavour.
763,female,45-64,A,Best coffee I've had in a while. Not bad at all tbh.
764,female,45-64,A,Amazing 😍 👎
765,male,25-44,B,Taste is nice but it's a bit pricey. Would love a decaf version. 😊
766,male,18-24,A,Love this coffee. imo it's one of the better brands. 😋
767,male,45-64,A,I'll definitely buy again.
768,female,65+,B,Not as fesh as expected. 👎
769,female,18-24,A,Packaging could be better. Would love a decaf version. ☕
770,male,18-24,B,Really enjoying Coffee X. I drink it every morning. ❤️
771,female,45-64,A,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👎
772,female,65+,A,Love this coffee.
773,male,18-24,A,Meh. 👌
774,female,18-24,B,The beans smell fantastic 👌
775,female,18-24,B,Pretty good overall although I expected a stronger roast. Customer service was gr8 too.
776,female,65+,A,My morning feels incomplete without it. Would recommend it to friends. 👎
777,female,45-64,B,Bit disappointed. I drink it every morning.
778,female,18-24,A,Super smooth taste 👎
779,male,65+,A,Didn't enjoy the aftertaste. Hope you keep the quality consistent. 🤔
780,female,18-24,B,Packaging could be better. imo it's one of the better brands.
781,male,65+,A,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent. 😊
782,female,25-44,B,"Love the aroma, not a fan of the aftertaste. 😕"
783,female,25-44,A,Packaging could be better. Please introduce more roast options. 😋
784,female,65+,A,Not bad. ❤️
785,male,25-44,B,My morning feels incomplete without it. ☕
786,male,18-24,A,Super smooth taste. Please introduce more roast options. ☕
787,female,25-44,B,Too bitter for me. Would recommend it to friends. 😅
788,female,18-24,B,Not as fresh as expected. imo it's one of the better brands. 😋
789,female,18-24,B,Love this coffee. Customer service was gr8 too. 😍
790,male,65+,B,Way too expensive. 👎
791,male,65+,A,I'll definitely buy again. Hope you keep the quality consistent. 😊
792,female,18-24,A,Best coffe I've had in a while. Customer service was great too. 😊
793,female,18-24,B,Super smooth taste
794,female,25-44,A,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent.
795,male,65+,B,My morning feels incomplete without it
796,male,18-24,A,realy enjoying Coffee X. 😊
797,female,45-64,B,Coffee arrived stale. Hope you keep the quality consistent. 😍
798,female,65+,A,Packaging could be better. Delivery was really fast. 😍
799,male,65+,A,Bit disappointed. 😍
800,female,45-64,B,Taste is kinda weak. Would reccomend it to friends.
801,male,25-44,B,Wouldn't buy again. ❤️
802,male,45-64,B,Works great with milk but black coffee isn't my favourite. Would love a decaf version. 😅
803,female,45-64,B,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😍"
804,male,45-64,A,Taste is nice but it's a bit pricey. Would reccomend it to friends.
805,male,18-24,A,Very balanced flavour. Would recomend it to friends. 😕
806,female,65+,B,Bit disappointed. Customer service was great too.
807,female,45-64,A,Love this coffee 👍
808,male,45-64,B,Taste is kinda weak. Hope you keep the quality consistent. ❤️
809,male,45-64,B,Bit disappointed. Hope you keep the quality consistent.
810,male,25-44,B,Best coffee I've had in a while. Hope you keep the quality consistent. 😍
811,male,65+,B,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 👍
812,male,18-24,A,Packaging looks premium but freshness could improve. imo it's one of the better brands. ☕
813,male,45-64,A,Worth every penny. Customer service was great too.
814,male,45-64,B,Way too expensive. Hope you keep the quality consistent.
815,female,65+,A,My morning feels incomplete without it. Customer service was great too. 😋
816,female,45-64,B,Too expensive 😕
817,female,25-44,B,Super smooth taste. Please introduce more roast options. 😕
818,female,18-24,B,Works great with milk but black cofee isn't my favourite. Customer service was great too. 😋
819,female,65+,B,Love this coffe Hope you keep the qualty consistent.
820,male,65+,B,realy enjoying Coffee X. Customer service was great too. 🤔
821,male,65+,A,I'll definitely buy again. 😅
822,female,25-44,A,Really enjoying Coffee X. Please introduce more roast options. 😅
823,female,25-44,B,Pretty good! 😊
824,male,18-24,A,Super smooth taste. Not bad at all tbh. 😅
825,male,18-24,B,Amazing aroma. I drink it every morning. ☕
826,female,65+,B,"Love the aroma, not a fan of the aftertaste. ❤️"
827,male,18-24,A,Best coffee I've had in a while
828,female,25-44,B,Worth every penny. Would reccomend it to friends.
829,male,18-24,B,Very balanced flavour. I drink it every morning.
830,male,45-64,A,Worth every penny. Delivery was realy fast. ❤️
831,male,45-64,B,Love this coffee 👌
832,male,25-44,B,Coffee arrived stale 😍
833,male,45-64,B,Taste is nice but it's a bit pricey. Would recommend it to friends. 😅
834,male,45-64,A,Packaging looks premium but freshness could improve. I drink it every morning. 😕
835,male,45-64,B,Works great with milk but black coffe isn't my favourite. Delivery was really fast. 👎
836,male,65+,A,Very balanced flavour. Not bad at all tbh. 🤔
837,male,25-44,A,rly enjoying Coffee X. Please introduce more roast options. 😅
838,female,45-64,A,Taste is nice but it's a bit pricey.
839,male,25-44,B,Too expensive 😕 😅
840,male,45-64,B,Packaging looks premium but freshness could improve. Customer service was gr8 too.
841,male,45-64,B,Love this coffe Would recommend it to friends.
842,male,25-44,B,Yumm 😋 😋
843,male,45-64,B,Amazing aroma. Customer service was great too.
844,female,45-64,B,Didn't enjoy the aftertaste. Please introduce more roast options. 👌
845,male,18-24,B,Works great with milk but black coffee isn't my favourite. ☕
846,male,65+,B,Didn't enjoy the aftertaste. ☕
847,female,45-64,A,Wouldn't buy again. Customer service was great too.
848,male,18-24,B,Worth every penny. Would love a decaf version.
849,female,45-64,B,Works great with milk but black cofee isn't my favourite. ❤️
850,female,18-24,A,Could be better. 😅
851,male,65+,B,Works great with milk but black coffe isn't my favourite. Would recommend it to friends.
852,female,25-44,B,Really enjoying Coffee X. 👌
853,male,25-44,A,Taste is kinda weak. I drink it every morning. 😕
854,male,45-64,B,Not as fresh as expected. imo it's one of the better brands. 🤔
855,male,65+,A,Meh. ☕
856,male,65+,A,Packaging could be better.
857,female,25-44,A,Pretty good overall although I expected a stronger roast. ngl I expected more. 👌
858,male,18-24,A,Worth every penny. I drink it every morning. ❤️
859,male,25-44,B,Wouldn't buy again. imo it's one of the better brands. ❤️
860,female,65+,B,Wouldn't buy again. I drink it every morning. ❤️
861,female,25-44,A,Yumm 😋 😊
862,female,65+,A,Love this cofee Customer service was gr8 too.
863,male,65+,A,Amazing aroma. Customer service was great too. ☕
864,female,45-64,B,Works great with milk but black cofee isn't my favourite. 👎
865,male,25-44,B,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands.
866,female,45-64,A,Very balanced flavour. Would love a decaf version. ❤️
867,male,65+,B,My morning feels incomplete without it. Would recommend it to friends.
868,female,25-44,A,Wouldn't buy again. 😋
869,male,45-64,A,Pretty good overall although I expected a stronger roast. 😊
870,male,18-24,B,Not as fresh as expected.
871,female,45-64,A,"Love the aroma, not a fan of the aftertaste. Please introduce more roast options."
872,female,18-24,A,Bit disappointed. Not bad at all tbh. ❤️
873,male,18-24,B,My morning feels incomplete without it. imo it's one of the better brands. 👍
874,female,25-44,B,Yumm 😋 👌
875,male,25-44,B,Very balanced flavour. Not bad at all tbh. 👌
876,female,65+,B,My morning feels incomplete without it. Delivery was really fast. 👍
877,female,25-44,A,Best coffee I've had in a while 👌
878,female,18-24,B,The beans smell fantastic. ngl I expected more. 😅
879,male,45-64,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😅
880,male,25-44,A,My morning feels incomplete without it. imo it's one of the better brands. 😅
881,male,45-64,A,"Love the aroma, not a fan of the aftertaste. 😅"
882,male,65+,A,Didn't enjoy the aftertaste. Hope you keep the quality consistent. ☕
883,male,25-44,B,My morning feels incomplete without it. Hope you keep the quality consistent.
884,male,25-44,B,Packaging could be better. Would recommend it to friends. ☕
885,male,25-44,A,Taste is nice but it's a bit pricey. Would love a decaf version.
886,female,65+,A,Really enjoying Coffee X
887,male,18-24,B,Not as fresh as expected. I drink it every morning.
888,female,18-24,B,Way too expensive 😅
889,male,25-44,A,Not as fresh as expected. Delivery was really fast. 😋
890,female,65+,B,Super smooth taste. 😍
891,female,25-44,A,Expected better. Not bad at all tbh. ☕
892,male,18-24,A,Coffee arrived stale. Not bad at all tbh.
893,male,45-64,B,Super smooth taste. Customer service was great too. 😅
894,female,18-24,A,rly enjoying Coffee X. ngl I expected more.
895,female,45-64,A,Best coffe I've had in a while
896,female,65+,A,Could be better. 😍
897,female,18-24,B,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👌
898,male,45-64,B,Works great with milk but black coffee isn't my favourite. 👍
899,female,45-64,B,Taste is kinda weak. Please introduce more roast options. ☕
900,female,65+,B,Not as fresh as expected. Please introduce more roast options.
901,male,65+,B,My morning feels incomplete without it ☕
902,female,45-64,B,Best coffee I've had in a while. Customer service was gr8 too.
903,male,45-64,B,Very balanced flavour. I drink it every morning. 👌
904,female,45-64,A,Not as fresh as expected. Would love a decaf version. 😍
905,female,45-64,B,Love this coffee. Would love a decaf version.
906,male,65+,A,Wouldn't buy again
907,female,45-64,B,Best cofee I've had in a while. Would recomend it to friends.
908,female,65+,A,Amazing aroma 👎
909,male,65+,B,My morning feels incomplete without it. Customer service was gr8 too.
910,male,25-44,A,Love this coffee. Delivery was really fast.
911,male,18-24,A,"Love the aroma, not a fan of the aftertaste. Customer service was great too."
912,male,65+,A,Super smooth taste. Would love a decaf version.
913,female,25-44,B,Expected better. ngl I expected more. ☕
914,female,25-44,B,Amazing aroma. 😕
915,female,18-24,B,Love this cofee Hope you keep the quality consistent. ❤️
916,male,25-44,A,Meh. 😍
917,male,18-24,A,Bit disappointed. Would recommend it to friends.
918,male,25-44,A,Best coffe I've had in a while. Hope you keep the quality consistent. 😅
